       -0.100600201341653E+003        0.310747492358260E-010   T               6
        0.248031319281907E+000        0.130747592334722E+000        0.126233564397143E+000        0.126012630476999E+000        0.126000911712076E+000        0.126000264402210E+000        0.126000227759745E+000        0.126000225651437E+000        0.126000225528751E+000        0.126000225521570E+000        0.126000225521102E+000        0.126000225521044E+000        0.126000225521033E+000        0.126000225521032E+000        0.126000225521039E+000        0.126000225521042E+000        0.126000225521041E+000        0.126000225521041E+000        0.126000225521044E+000        0.126000225521041E+000        0.126000225521039E+000        0.126000225521041E+000        0.126000225521040E+000        0.126000225521040E+000        0.126000225521038E+000        0.126000225521040E+000        0.126000225521040E+000        0.126000225521038E+000        0.126000225521040E+000        0.126000225521040E+000        0.126000225521045E+000        0.126000225521040E+000        0.126000225521040E+000        0.126000225521041E+000        0.126000225521040E+000        0.126000225521039E+000        0.126000225521039E+000        0.126000225521039E+000        0.126000225521040E+000        0.126000225521039E+000        0.126000225521039E+000        0.126000225521040E+000        0.126000225521044E+000        0.126000225521039E+000        0.126000225521040E+000        0.126000225521039E+000        0.126000225521041E+000        0.126000225521038E+000        0.126000225521039E+000        0.126000225521041E+000        0.126000225521039E+000        0.126000225521040E+000        0.126000225521040E+000        0.126000225521042E+000        0.126000225521040E+000        0.126000225521037E+000        0.126000225521048E+000        0.126000225521045E+000        0.126000225521042E+000        0.126000225521041E+000        0.126000225521038E+000        0.126000225521039E+000        0.126000225521046E+000        0.126000225521044E+000        0.126000225521042E+000        0.126000225521040E+000        0.126000225521037E+000        0.126000225521049E+000        0.126000225521044E+000        0.126000225521043E+000        0.126000225521041E+000        0.126000225521041E+000        0.126000225521039E+000        0.126000225521044E+000        0.126000225521045E+000        0.126000225521043E+000        0.126000225521043E+000        0.126000225521039E+000        0.126000225521052E+000        0.126000225521044E+000        0.126000225521042E+000        0.126000225521041E+000        0.126000225521042E+000        0.126000225521043E+000        0.126000225521046E+000        0.126000225521037E+000        0.126000225521031E+000        0.126000225521030E+000        0.126000225521047E+000        0.126000225521104E+000        0.126000225521568E+000        0.126000225528750E+000        0.126000225651461E+000        0.126000227760048E+000        0.126000264402160E+000        0.126000911711789E+000        0.126012630476372E+000        0.126233564383846E+000        0.130747592174317E+000        0.248031319486651E+000
       -0.577456416017696E-010       -0.590943960432355E-010       -0.591560134211022E-010       -0.591565130214633E-010       -0.591590665344199E-010       -0.591602322685958E-010       -0.591598436905372E-010       -0.591610094247130E-010       -0.591606208466544E-010       -0.591610094247130E-010       -0.591605653355032E-010       -0.591611204470155E-010       -0.591607873801081E-010       -0.591618976031327E-010       -0.591615645362253E-010       -0.591617310696790E-010       -0.591626747592500E-010       -0.591625082257963E-010       -0.591628968038549E-010       -0.591630078261574E-010       -0.591626192480987E-010       -0.591628412927037E-010       -0.591631188484598E-010       -0.591633408930647E-010       -0.591635074265184E-010       -0.591640070268795E-010       -0.591642845826357E-010       -0.591654503168115E-010       -0.591638404934258E-010       -0.591635629376697E-010       -0.591643956049381E-010       -0.591638960045771E-010       -0.591638404934258E-010       -0.591641735603332E-010       -0.591648396941480E-010       -0.591659499171726E-010       -0.591670601401972E-010       -0.591662274729288E-010       -0.591666715621386E-010       -0.591674487182559E-010       -0.591678928074657E-010       -0.591671156513485E-010       -0.591676707628608E-010       -0.591671156513485E-010       -0.591673376959534E-010       -0.591688364970366E-010       -0.591679483186169E-010       -0.591682813855243E-010       -0.591673932071046E-010       -0.591673932071046E-010       -0.591676707628608E-010       -0.591688364970366E-010       -0.591683368966756E-010       -0.591672266736509E-010       -0.591657833837189E-010       -0.591640070268795E-010       -0.591654503168115E-010       -0.591649507164504E-010       -0.591643400937869E-010       -0.591626192480987E-010       -0.591622861811913E-010       -0.591624527146450E-010       -0.591623972034938E-010       -0.591626192480987E-010       -0.591620641365864E-010       -0.591626192480987E-010       -0.591617865808303E-010       -0.591634519153672E-010       -0.591630078261574E-010       -0.591635074265184E-010       -0.591628968038549E-010       -0.591629523150061E-010       -0.591621751588889E-010       -0.591618976031327E-010       -0.591621751588889E-010       -0.591615645362253E-010       -0.591616200473766E-010       -0.591606208466544E-010       -0.591617865808303E-010       -0.591608984024106E-010       -0.591605653355032E-010       -0.591606208466544E-010       -0.591605653355032E-010       -0.591598992016884E-010       -0.591608428912593E-010       -0.591612314693180E-010       -0.591596216459322E-010       -0.591614535139229E-010       -0.591597326682347E-010       -0.591597326682347E-010       -0.591596216459322E-010       -0.591597881793859E-010       -0.591574011998830E-010       -0.591294790908137E-010       -0.591571791552781E-010       -0.591421911444456E-010       -0.591139914796202E-010       -0.591512949732476E-010       -0.590938409317232E-010       -0.577435321780229E-010
        0.662063998115515E+000        0.684575192981340E+000        0.685158428012526E+000        0.685186442058517E+000        0.685187926592793E+000        0.685188008590002E+000        0.685188013231630E+000        0.685188013498697E+000        0.685188013514238E+000        0.685188013515148E+000        0.685188013515208E+000        0.685188013515215E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515217E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515218E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515218E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515218E+000        0.685188013515217E+000        0.685188013515217E+000        0.685188013515218E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515217E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515215E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515214E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515213E+000        0.685188013515214E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515215E+000        0.685188013515216E+000        0.685188013515216E+000        0.685188013515217E+000        0.685188013515214E+000        0.685188013515207E+000        0.685188013515148E+000        0.685188013514238E+000        0.685188013498694E+000        0.685188013231592E+000        0.685188008590008E+000        0.685187926592829E+000        0.685186442058596E+000        0.685158428014214E+000        0.684575193002433E+000        0.662063998063650E+000
        0.000000000000000E+000        0.662063998115515E+000        0.691389785677601E+000        0.693219945549359E+000        0.693335121499904E+000        0.693342361294406E+000        0.693342815816684E+000        0.693342844326864E+000        0.693342846114033E+000        0.693342846226010E+000        0.693342846233024E+000        0.693342846233462E+000        0.693342846233488E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233491E+000        0.693342846233490E+000        0.693342846233491E+000        0.693342846233490E+000        0.693342846233491E+000        0.693342846233490E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233493E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233493E+000        0.693342846233493E+000        0.693342846233492E+000        0.693342846233492E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233492E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233491E+000        0.693342846233491E+000        0.693342846233490E+000        0.693342846233490E+000        0.693342846233489E+000        0.693342846233462E+000        0.693342846233023E+000        0.693342846226010E+000        0.693342846114033E+000        0.693342844326870E+000        0.693342815816707E+000        0.693342361294475E+000        0.693335121500425E+000        0.693219945554737E+000        0.691389785734920E+000        0.662063998063650E+000        0.000000000000000E+000
        0.100000000000001E+001        0.961368393779916E+000        0.960503250940263E+000        0.960467911836040E+000        0.960466206402961E+000        0.960466117569678E+000        0.960466112740903E+000        0.960466112469983E+000        0.960466112454340E+000        0.960466112453410E+000        0.960466112453358E+000        0.960466112453360E+000        0.960466112453360E+000        0.960466112453360E+000        0.960466112453360E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453360E+000        0.960466112453359E+000        0.960466112453358E+000        0.960466112453358E+000        0.960466112453357E+000        0.960466112453357E+000        0.960466112453356E+000        0.960466112453358E+000        0.960466112453357E+000        0.960466112453356E+000        0.960466112453356E+000        0.960466112453357E+000        0.960466112453356E+000        0.960466112453356E+000        0.960466112453356E+000        0.960466112453355E+000        0.960466112453357E+000        0.960466112453356E+000        0.960466112453356E+000        0.960466112453355E+000        0.960466112453355E+000        0.960466112453354E+000        0.960466112453355E+000        0.960466112453354E+000        0.960466112453352E+000        0.960466112453352E+000        0.960466112453353E+000        0.960466112453353E+000        0.960466112453353E+000        0.960466112453353E+000        0.960466112453352E+000        0.960466112453353E+000        0.960466112453353E+000        0.960466112453354E+000        0.960466112453355E+000        0.960466112453353E+000        0.960466112453354E+000        0.960466112453355E+000        0.960466112453357E+000        0.960466112453357E+000        0.960466112453356E+000        0.960466112453356E+000        0.960466112453358E+000        0.960466112453360E+000        0.960466112453360E+000        0.960466112453361E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453359E+000        0.960466112453361E+000        0.960466112453362E+000        0.960466112453363E+000        0.960466112453363E+000        0.960466112453364E+000        0.960466112453365E+000        0.960466112453365E+000        0.960466112453364E+000        0.960466112453364E+000        0.960466112453365E+000        0.960466112453364E+000        0.960466112453365E+000        0.960466112453364E+000        0.960466112453362E+000        0.960466112453362E+000        0.960466112453365E+000        0.960466112453364E+000        0.960466112453362E+000        0.960466112453352E+000        0.960466112453242E+000        0.960466112451455E+000        0.960466112421112E+000        0.960466111902701E+000        0.960466102956646E+000        0.960465946452868E+000        0.960463154624425E+000        0.960411815347735E+000        0.959415206367144E+000        0.937499994657827E+000
        0.961368393779916E+000        0.100000000000001E+001        0.983149324671626E+000        0.982925153388853E+000        0.982918458208949E+000        0.982918197462646E+000        0.982918185836193E+000        0.982918185278121E+000        0.982918185249962E+000        0.982918185248477E+000        0.982918185248401E+000        0.982918185248401E+000        0.982918185248402E+000        0.982918185248402E+000        0.982918185248401E+000        0.982918185248401E+000        0.982918185248400E+000        0.982918185248400E+000        0.982918185248400E+000        0.982918185248401E+000        0.982918185248400E+000        0.982918185248401E+000        0.982918185248400E+000        0.982918185248400E+000        0.982918185248399E+000        0.982918185248399E+000        0.982918185248398E+000        0.982918185248397E+000        0.982918185248399E+000        0.982918185248399E+000        0.982918185248397E+000        0.982918185248397E+000        0.982918185248398E+000        0.982918185248397E+000        0.982918185248397E+000        0.982918185248398E+000        0.982918185248396E+000        0.982918185248398E+000        0.982918185248397E+000        0.982918185248397E+000        0.982918185248396E+000        0.982918185248397E+000        0.982918185248395E+000        0.982918185248397E+000        0.982918185248396E+000        0.982918185248393E+000        0.982918185248393E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248394E+000        0.982918185248395E+000        0.982918185248396E+000        0.982918185248394E+000        0.982918185248395E+000        0.982918185248397E+000        0.982918185248398E+000        0.982918185248398E+000        0.982918185248397E+000        0.982918185248397E+000        0.982918185248399E+000        0.982918185248401E+000        0.982918185248401E+000        0.982918185248402E+000        0.982918185248400E+000        0.982918185248400E+000        0.982918185248401E+000        0.982918185248401E+000        0.982918185248403E+000        0.982918185248404E+000        0.982918185248404E+000        0.982918185248404E+000        0.982918185248405E+000        0.982918185248406E+000        0.982918185248407E+000        0.982918185248405E+000        0.982918185248405E+000        0.982918185248406E+000        0.982918185248406E+000        0.982918185248406E+000        0.982918185248405E+000        0.982918185248404E+000        0.982918185248404E+000        0.982918185248406E+000        0.982918185248406E+000        0.982918185248404E+000        0.982918185248394E+000        0.982918185248280E+000        0.982918185246451E+000        0.982918185215400E+000        0.982918184684870E+000        0.982918175529690E+000        0.982918015367445E+000        0.982915158276589E+000        0.982862618881370E+000        0.981842712944135E+000        0.959415206295687E+000
        0.960503250940263E+000        0.983149324671626E+000        0.100000000000001E+001        0.984133504005903E+000        0.983944392189000E+000        0.983939387399844E+000        0.983939215461905E+000        0.983939208696032E+000        0.983939208412049E+000        0.983939208399724E+000        0.983939208399183E+000        0.983939208399163E+000        0.983939208399163E+000        0.983939208399163E+000        0.983939208399162E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399162E+000        0.983939208399161E+000        0.983939208399160E+000        0.983939208399160E+000        0.983939208399159E+000        0.983939208399159E+000        0.983939208399158E+000        0.983939208399160E+000        0.983939208399159E+000        0.983939208399158E+000        0.983939208399158E+000        0.983939208399159E+000        0.983939208399158E+000        0.983939208399158E+000        0.983939208399158E+000        0.983939208399157E+000        0.983939208399159E+000        0.983939208399158E+000        0.983939208399158E+000        0.983939208399157E+000        0.983939208399157E+000        0.983939208399156E+000        0.983939208399157E+000        0.983939208399156E+000        0.983939208399154E+000        0.983939208399154E+000        0.983939208399155E+000        0.983939208399155E+000        0.983939208399155E+000        0.983939208399155E+000        0.983939208399154E+000        0.983939208399155E+000        0.983939208399155E+000        0.983939208399156E+000        0.983939208399157E+000        0.983939208399155E+000        0.983939208399156E+000        0.983939208399158E+000        0.983939208399159E+000        0.983939208399159E+000        0.983939208399158E+000        0.983939208399158E+000        0.983939208399160E+000        0.983939208399162E+000        0.983939208399161E+000        0.983939208399163E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399161E+000        0.983939208399164E+000        0.983939208399165E+000        0.983939208399165E+000        0.983939208399165E+000        0.983939208399166E+000        0.983939208399167E+000        0.983939208399168E+000        0.983939208399166E+000        0.983939208399166E+000        0.983939208399167E+000        0.983939208399167E+000        0.983939208399167E+000        0.983939208399166E+000        0.983939208399164E+000        0.983939208399165E+000        0.983939208399167E+000        0.983939208399167E+000        0.983939208399164E+000        0.983939208399154E+000        0.983939208399041E+000        0.983939208397210E+000        0.983939208366126E+000        0.983939207835046E+000        0.983939198670355E+000        0.983939038341739E+000        0.983936178283031E+000        0.983883584311613E+000        0.982862618929564E+000        0.960411815323297E+000
        0.960467911836040E+000        0.982925153388853E+000        0.984133504005903E+000        0.100000000000001E+001        0.984184049728590E+000        0.983996885550885E+000        0.983991978729391E+000        0.983991812096308E+000        0.983991805626085E+000        0.983991805359124E+000        0.983991805347810E+000        0.983991805347328E+000        0.983991805347308E+000        0.983991805347307E+000        0.983991805347307E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347305E+000        0.983991805347306E+000        0.983991805347305E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347305E+000        0.983991805347305E+000        0.983991805347304E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347304E+000        0.983991805347304E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347302E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347301E+000        0.983991805347303E+000        0.983991805347302E+000        0.983991805347303E+000        0.983991805347302E+000        0.983991805347302E+000        0.983991805347300E+000        0.983991805347302E+000        0.983991805347301E+000        0.983991805347299E+000        0.983991805347298E+000        0.983991805347299E+000        0.983991805347299E+000        0.983991805347299E+000        0.983991805347299E+000        0.983991805347299E+000        0.983991805347300E+000        0.983991805347300E+000        0.983991805347301E+000        0.983991805347302E+000        0.983991805347300E+000        0.983991805347300E+000        0.983991805347302E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347303E+000        0.983991805347304E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347307E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347306E+000        0.983991805347308E+000        0.983991805347309E+000        0.983991805347310E+000        0.983991805347310E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347312E+000        0.983991805347310E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347309E+000        0.983991805347309E+000        0.983991805347311E+000        0.983991805347311E+000        0.983991805347309E+000        0.983991805347299E+000        0.983991805347186E+000        0.983991805345355E+000        0.983991805314269E+000        0.983991804783160E+000        0.983991795617980E+000        0.983991635280793E+000        0.983988775069200E+000        0.983936178286345E+000        0.982915158328096E+000        0.960463154603221E+000
        0.960466206402961E+000        0.982918458208949E+000        0.983944392189000E+000        0.984184049728590E+000        0.100000000000001E+001        0.984186793526571E+000        0.983999739731677E+000        0.983994838610159E+000        0.983994672297624E+000        0.983994665845512E+000        0.983994665579621E+000        0.983994665568370E+000        0.983994665567889E+000        0.983994665567867E+000        0.983994665567866E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567866E+000        0.983994665567865E+000        0.983994665567864E+000        0.983994665567864E+000        0.983994665567863E+000        0.983994665567863E+000        0.983994665567862E+000        0.983994665567864E+000        0.983994665567863E+000        0.983994665567862E+000        0.983994665567862E+000        0.983994665567863E+000        0.983994665567862E+000        0.983994665567862E+000        0.983994665567862E+000        0.983994665567861E+000        0.983994665567863E+000        0.983994665567862E+000        0.983994665567862E+000        0.983994665567861E+000        0.983994665567861E+000        0.983994665567860E+000        0.983994665567861E+000        0.983994665567860E+000        0.983994665567858E+000        0.983994665567858E+000        0.983994665567858E+000        0.983994665567859E+000        0.983994665567859E+000        0.983994665567858E+000        0.983994665567858E+000        0.983994665567859E+000        0.983994665567859E+000        0.983994665567860E+000        0.983994665567861E+000        0.983994665567859E+000        0.983994665567860E+000        0.983994665567862E+000        0.983994665567863E+000        0.983994665567863E+000        0.983994665567862E+000        0.983994665567862E+000        0.983994665567864E+000        0.983994665567866E+000        0.983994665567866E+000        0.983994665567867E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567865E+000        0.983994665567866E+000        0.983994665567867E+000        0.983994665567869E+000        0.983994665567869E+000        0.983994665567869E+000        0.983994665567870E+000        0.983994665567871E+000        0.983994665567872E+000        0.983994665567870E+000        0.983994665567870E+000        0.983994665567871E+000        0.983994665567871E+000        0.983994665567871E+000        0.983994665567870E+000        0.983994665567868E+000        0.983994665567869E+000        0.983994665567871E+000        0.983994665567871E+000        0.983994665567868E+000        0.983994665567858E+000        0.983994665567745E+000        0.983994665565914E+000        0.983994665534828E+000        0.983994665003718E+000        0.983994655838511E+000        0.983994495500858E+000        0.983991635280950E+000        0.983939038345210E+000        0.982918015419109E+000        0.960465946431818E+000
        0.960466117569678E+000        0.982918197462646E+000        0.983939387399844E+000        0.983996885550885E+000        0.984186793526571E+000        0.100000000000001E+001        0.984186947158173E+000        0.983999899713941E+000        0.983994998927848E+000        0.983994832634180E+000        0.983994826183156E+000        0.983994825917331E+000        0.983994825906080E+000        0.983994825905598E+000        0.983994825905576E+000        0.983994825905575E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905575E+000        0.983994825905574E+000        0.983994825905573E+000        0.983994825905573E+000        0.983994825905573E+000        0.983994825905572E+000        0.983994825905571E+000        0.983994825905573E+000        0.983994825905572E+000        0.983994825905571E+000        0.983994825905571E+000        0.983994825905572E+000        0.983994825905571E+000        0.983994825905571E+000        0.983994825905571E+000        0.983994825905570E+000        0.983994825905572E+000        0.983994825905571E+000        0.983994825905571E+000        0.983994825905570E+000        0.983994825905570E+000        0.983994825905569E+000        0.983994825905570E+000        0.983994825905570E+000        0.983994825905567E+000        0.983994825905567E+000        0.983994825905567E+000        0.983994825905568E+000        0.983994825905568E+000        0.983994825905567E+000        0.983994825905567E+000        0.983994825905568E+000        0.983994825905568E+000        0.983994825905569E+000        0.983994825905570E+000        0.983994825905568E+000        0.983994825905569E+000        0.983994825905571E+000        0.983994825905572E+000        0.983994825905572E+000        0.983994825905571E+000        0.983994825905571E+000        0.983994825905573E+000        0.983994825905575E+000        0.983994825905575E+000        0.983994825905576E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905574E+000        0.983994825905575E+000        0.983994825905577E+000        0.983994825905578E+000        0.983994825905578E+000        0.983994825905578E+000        0.983994825905579E+000        0.983994825905580E+000        0.983994825905581E+000        0.983994825905579E+000        0.983994825905579E+000        0.983994825905580E+000        0.983994825905579E+000        0.983994825905580E+000        0.983994825905579E+000        0.983994825905577E+000        0.983994825905578E+000        0.983994825905580E+000        0.983994825905580E+000        0.983994825905577E+000        0.983994825905567E+000        0.983994825905454E+000        0.983994825903623E+000        0.983994825872537E+000        0.983994825341427E+000        0.983994816176218E+000        0.983994655838539E+000        0.983991795618165E+000        0.983939198673855E+000        0.982918175581382E+000        0.960466102935623E+000
